OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
357;1;356;62;;;DCIM/rivrimouski_20240826092351.jpg;2024/08/24 14:21:36.733;"{""Bc""}";1;D;1;95;4;1;"{""RD""}";{5bf923a6-931a-4632-a35e-9f4d9765bbea};Non;3.9;3,9;780;100;50;3900000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;130;90;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
358;1;357;63;;;DCIM/rivrimouski_20240826092733.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;D;1;90;5;5;"{""RD""}";{f404e39c-5e7b-415a-91c1-fb2335c70c38};Non;8.4375;8,4375;1250;135;50;8437500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;90;230;200;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
359;1;358;64;;;DCIM/rivrimouski_20240826093349.jpg;2024/08/26 09:31:45.008;"{""Bc""}";5;D;2;70;15;15;"{""RD""}";{9a92af89-5555-4686-954c-e1b7ce6ccff5};Non;16.082;16,082;1360;107,5;110;16082000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;;;;;;;10;10;30;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
360;1;359;65;;;DCIM/rivrimouski_20240826093616.jpg;2024/08/26 09:34:34.973;"{""Bc""}";5;D;2;90;5;5;"{""RD""}";{7588bee5-b283-4ce4-86a7-dc9bd0c1cff9};Non;10.752;10,752;960;93,33333333;120;10752000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;60;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
361;1;360;66;;;DCIM/rivrimouski_20240826093813.jpg;2024/08/26 09:38:10.979;"{""Bc""}";5;M;2;90;5;5;"{""RD""}";{bf9acf1b-2985-4dbe-b2c1-d1f23cd25496};Non;7.605;7,605;1690;37,5;120;7605000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;30;30;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
362;1;361;67;;;DCIM/rivrimouski_20240826094142.jpg;2024/08/26 09:40:28.747;"{""Bc""}";10;D;2;90;5;5;"{""RD""}";{df541b69-8e71-40ea-9fad-03da3dfe8ada};Non;5.7;5,7;750;126,6666667;60;5700000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;80;120;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
363;1;362;68;;;DCIM/rivrimouski_20240826094305.jpg;2024/08/26 09:43:03.330;"{""Bc""}";10;D;1;40;50;10;"{""RD""}";{b1229780-5672-4903-9170-9077d4d88631};Non;67.005;67,005;1790;165;80;23628000;90;790;216,6666667;15405000;90;1480;210;27972000;;;;0;;;;0;Sam/Mathieu;3;L;;;;;90;170;210;190;;;250;360;40;;;;200;40;510;90;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
364;1;363;69;;;DCIM/rivrimouski_20240826095340.jpg;2024/08/26 09:52:31.427;"{""Bc""}";15;M;2;60;25;15;"{""RD""}";{e7360dda-f527-426a-b192-46df18881412};Non;46.949;46,949;740;140;140;14504000;90;1030;350;32445000;;;;0;;;;0;;;;0;Sam/Mathieu;2;Discontinu;;;;;210;150;60;;;;130;370;430;470;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
365;1;364;70;;;DCIM/rivrimouski_20240826095942.jpg;2024/08/26 09:58:53.959;"{""Bc""}";5;M;1;85;10;5;"{""RD""}";{bd6c6848-fe24-4457-a2a1-066e55cffa40};Non;77.03125;77,03125;1250;362,5;170;77031250;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;;;;;;;520;310;210;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
366;1;365;71;;;DCIM/rivrimouski_20240826101417.jpg;2024/08/26 10:13:26.958;"{""Ch""}";5;P;1;80;10;10;"{""RD""}";{cd634bb0-59f5-4c67-ac15-c9d3d82469f7};Non;8.645;8,645;1400;47,5;130;8645000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;;;;;;;80;50;40;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
367;1;366;72;;;DCIM/rivrimouski_20240826102301.jpg;2024/08/26 10:21:07.541;"{""Pl""}";1;D;2;80;10;10;"{""RD""}";{cad21791-214c-4bea-a42e-4d04bb2a318e};Non;18.6333333333333;18,63333333;500;143,3333333;260;18633333,33;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;170;130;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
368;1;367;73;;;DCIM/rivrimouski_20240826102657.jpg;2024/08/26 10:26:22.030;"{""Ch""}";5;P;2;60;20;20;"{""RD""}";{6f266c38-745c-4a38-aa25-061c792b1cca};Non;22.1875;22,1875;1250;177,5;100;22187500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;260;140;200;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
369;1;368;74;;;DCIM/rivrimouski_20240826104200.jpg;2024/08/26 10:37:08.361;"{""Bc""}";25;M;3;60;20;20;"{""C""}";{f2bb7415-ac1d-4d62-82dc-fd101b67cc2a};Non;1132.296;1132,296;1570;840;180;237384000;240;4720;790;894912000;;;;0;;;;0;;;;0;Sam/Mathieu;2;Y;;;;;1100;950;780;530;;;750;800;1250;650;500;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
370;1;369;75;;;DCIM/rivrimouski_20240826105338.jpg;2024/08/26 10:52:32.659;"{""Ch""}";5;D;1;50;40;10;"{""RD""}";{d2b550fe-4390-47e5-81ef-836490ab3d54};Non;9.075;9,075;550;110;150;9075000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;200;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
371;1;370;76;;;DCIM/rivrimouski_20240826105921.jpg;2024/08/26 10:58:38.540;"{""Pl""}";10;D;1;90;5;5;"{""C""}";{628006ef-1fbd-4f93-b075-9e9fdd3c9dec};Non;73.37;73,37;1450;220;230;73370000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;120;200;220;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;8806;cp;2016;5;31000
372;1;371;77;;;DCIM/rivrimouski_20240826111041.jpg;2024/08/26 11:10:39.149;"{""Bc""}";5;D;1;90;5;5;"{""RG""}";{0371e2a6-6f9d-4d8e-a78b-dee3bfb0ba11};Non;13.488;13,488;860;80;110;7568000;60;740;133,3333333;5920000;;;;0;;;;0;;;;0;Sam/Mathieu;2;T;Semble être un ancien embâcle en train de refaire surface avec l'érosion.;;;;70;70;100;;;;140;190;70;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;8806;cp;2016;5;31000
373;1;372;78;;;DCIM/rivrimouski_20240826123523.jpg;2024/08/26 12:35:21.358;"{""Ch""}";5;M;1;80;15;5;"{""RD""}";{f5b6ebc1-111d-4898-944b-2354c3f2a5d8};Non;20.1;20,1;750;223,3333333;120;20100000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;340;130;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
374;1;373;79;;;DCIM/rivrimouski_20240826124512.jpg;2024/08/26 12:44:59.974;"{""Bc""}";1;D;1;95;3;2;"{""RD""}";{78ee27fe-bffc-49dc-8545-b0c5fb3b7967};Non;3.12;3,12;1040;60;50;3120000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;50;50;90;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
375;1;374;80;;;DCIM/rivrimouski_20240826125042.jpg;2024/08/26 12:48:02.762;"{""Bc""}";5;M;1;90;5;5;"{""RD""}";{17026b38-13c2-4afe-ab01-ec541192de5f};Non;5.396;5,396;990;53,33333333;50;2640000;40;1060;65;2756000;;;;0;;;;0;;;;0;Sam/Mathieu;2;T;;;;;30;110;20;;;;40;110;100;10;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
376;1;375;81;;;DCIM/rivrimouski_20240826125309.jpg;2024/08/26 12:51:42.870;"{""Bc""}";2;D;1;90;5;5;"{""RD""}";{57e117fc-9bca-48be-b249-bbf28b6d637b};Non;1.92;1,92;1280;37,5;40;1920000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;20;20;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
377;1;376;82;;;DCIM/rivrimouski_20240826125503.jpg;2024/08/26 12:54:19.997;"{""Bc""}";1;D;1;95;2;3;"{""RD""}";{eb2a08b0-c7af-4b60-bffb-a6d2fb22b8f1};Non;6.35625;6,35625;1130;112,5;50;6356250;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;130;140;130;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
378;1;377;83;;;DCIM/rivrimouski_20240826125710.jpg;2024/08/26 12:56:58.403;"{""Bc""}";2;D;1;90;5;5;"{""RD""}";{1a7cf598-ef59-4d92-8d00-c7fe3a16a46e};Non;12.285;12,285;1300;135;70;12285000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;190;110;180;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
379;1;378;84;;;DCIM/rivrimouski_20240826130047.jpg;2024/08/26 12:59:17.032;"{""Bc""}";5;D;1;80;10;10;"{""RD""}";{6318f5c2-d3d3-4114-984b-fb3b5d9ecdcb};Non;4.2625;4,2625;1100;77,5;50;4262500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;70;90;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
380;1;379;85;;;DCIM/rivrimouski_20240826130408.jpg;2024/08/26 13:02:46.962;"{""Bc""}";5;M;1;80;15;5;"{""RD""}";{e27f4238-6ad9-488a-8066-728407c95e76};Non;4.56;4,56;950;80;60;4560000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;130;70;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
381;1;380;86;;;DCIM/rivrimouski_20240826130525.jpg;2024/08/26 13:05:24.163;"{""Bc""}";10;D;2;80;10;10;"{""RD""}";{a13a6215-da58-446b-ad3d-360a3c60821c};Non;25.984;25,984;2030;160;80;25984000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;60;180;280;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
382;1;381;87;;;DCIM/rivrimouski_20240826131034.jpg;2024/08/26 13:09:23.647;"{""Bc""}";5;D;1;70;20;10;"{""RD""}";{41e696e7-c539-4ce7-b2cb-24490644baaa};Non;20.5893333333333;20,58933333;900;163,3333333;50;7350000;40;580;133,3333333;3093333,333;40;1140;222,5;10146000;;;;0;;;;0;Sam/Mathieu;3;Discontinu;;;;;180;160;150;;;;80;160;160;;;;120;230;380;160;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
383;1;382;88;;;DCIM/rivrimouski_20240826131515.jpg;2024/08/26 13:15:13.570;"{""Bc""}";1;D;1;95;;5;"{""RD""}";{14fcce17-d9ee-4389-a425-ee145d0fbff2};Non;1.52533333333333;1,525333333;880;43,33333333;40;1525333,333;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
384;1;383;89;;;DCIM/rivrimouski_20240826131825.jpg;2024/08/26 13:18:23.906;"{""Bc""}";10;D;2;70;20;10;"{""RD""}";{6b87b184-b0c5-4510-a554-e8e6a921c785};Non;271.161;271,161;1210;1245;180;271161000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;;;;;;;1700;1450;1330;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
385;1;384;90;;;DCIM/rivrimouski_20240826132412.jpg;2024/08/26 13:22:50.793;"{""Bc""}";2;D;1;70;20;10;"{""RD""}";{aae0e752-683d-4e93-bf54-b71b69138950};Non;2.8;2,8;500;140;40;2800000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;40;40;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
386;1;385;91;;;DCIM/rivrimouski_20240826132540.jpg;2024/08/26 13:25:09.690;"{""Pl""}";2;D;1;90;5;5;"{""RD""}";{d892d777-6044-4dd9-b5ac-7f4130d0e222};Non;3.3925;3,3925;1180;57,5;50;3392500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;70;120;10;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
387;1;386;92;;;DCIM/rivrimouski_20240826132747.jpg;2024/08/26 13:27:38.305;"{""Pl""}";5;D;1;80;10;10;"{""RD""}";{428ceff2-75c1-4089-a98e-c15ec590050b};Non;3;3;750;66,66666667;60;3000000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;60;30;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
388;1;387;93;;;DCIM/rivrimouski_20240826133108.jpg;2024/08/26 13:30:55.279;"{""Bc""}";2;D;1;90;5;5;"{""RD""}";{a3d54b4b-7db1-4fc5-9a0d-a062d4bd721e};Non;4.56;4,56;1200;47,5;80;4560000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;90;20;30;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
389;1;388;94;;;DCIM/rivrimouski_20240826133325.jpg;2024/08/26 13:33:11.976;"{""Pl""}";5;D;2;50;25;25;"{""RD""}";{727ad962-677f-4e38-a7df-129e3366e684};Non;6.48;6,48;540;150;80;6480000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;100;170;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
390;1;389;95;;;DCIM/rivrimouski_20240826133644.jpg;2024/08/26 13:36:26.952;"{""Bc""}";10;D;2;60;20;20;"{""RD""}";{4e43dcc1-50b8-42fe-811f-a5bc2f5ba21d};Non;43.887;43,887;1090;30;60;1962000;130;430;750;41925000;;;;0;;;;0;;;;0;Sam/Mathieu;2;T;;;;;30;10;30;50;;;1040;550;660;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
391;1;390;96;;;DCIM/rivrimouski_20240826135510.jpg;2024/08/26 13:54:09.768;"{""Pl""}";1;M;1;90;5;5;"{""RD""}";{7a12daf7-5b23-430f-96d7-7b65d32d9d58};Non;36.4;36,4;700;346,6666667;150;36400000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;270;380;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
392;1;391;97;;;DCIM/rivrimouski_20240826140305.jpg;2024/08/26 14:01:49.139;"{""Bc""}";10;M;1;65;25;10;"{""RD""}";{73ca504c-6523-4fa7-861d-ffa78385ddec};Non;79.3065;79,3065;1820;207,5;210;79306500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;90;180;230;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
393;1;392;98;;;DCIM/rivrimouski_20240826140859.jpg;2024/08/26 14:06:11.503;"{""Ch""}";40;M;3;60;25;15;"{""RD""}";{c704a1c0-50fc-4014-8446-da4386d3f066};Non;1768.10625;1768,10625;2150;1612,5;510;1768106250;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;1850;1350;1000;2250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
394;1;393;99;;;DCIM/rivrimouski_20240826142751.jpg;2024/08/26 14:22:53.434;"{""Ch""}";50;M;3;60;20;20;"{""RD""}";{c3de3382-ee30-431c-81f3-3c1a3cd18c33};Non;4601.8125;4601,8125;5050;2025;450;4601812500;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;2750;2030;900;2250;1960;2260;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
395;1;394;100;;;DCIM/rivrimouski_20240826143813.jpg;2024/08/26 14:36:52.018;"{""Bc""}";20;M;3;50;30;20;"{""C""}";{49bf1eb9-8d6f-4a19-ae10-02adf671c4cb};Non;550.27125;550,27125;3050;612;200;373320000;350;1070;472,5;176951250;;;;0;;;;0;;;;0;Sam/Mathieu;2;Y;;;;;200;550;750;850;710;;460;430;490;510;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
396;1;395;101;;;DCIM/rivrimouski_20240826150423.jpg;2024/08/26 15:00:21.441;"{""Ch""}";20;M;2;60;20;20;"{""C""}";{61d27a8a-3a95-4744-bdc7-fdd72cd0fb26};Non;1000.125;1000,125;3750;762;350;1000125000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;70;740;1000;1200;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
397;1;396;102;;;DCIM/rivrimouski_20240826151525.jpg;2024/08/26 15:13:09.443;"{""Bc""}";5;D;1;80;10;10;"{""RD""}";{447ed399-84b3-46ca-97ca-3bbe5bd14db5};Non;11.856;11,856;1520;97,5;80;11856000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;30;70;60;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
398;1;397;103;;;DCIM/rivrimouski_20240826151720.jpg;2024/08/26 15:17:18.052;"{""Bc""}";5;D;1;90;5;5;"{""RD""}";{bc14a0f0-f687-4743-9618-50e0b4d66dc8};Non;8.988;8,988;1070;210;40;8988000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;370;190;180;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
399;1;398;104;;;DCIM/rivrimouski_20240826152044.jpg;2024/08/26 15:20:35.071;"{""Bc""}";5;M;2;70;20;10;"{""RD""}";{b0bdb0d6-6167-4898-af9d-ad2b2416b154};Non;64.6;64,6;1700;237,5;160;64600000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;130;310;320;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
400;1;399;105;;;DCIM/rivrimouski_20240826152954.jpg;2024/08/26 15:28:56.359;"{""Ch""}";10;M;2;60;20;20;"{""RD""}";{a5d04d06-82c3-4b01-819f-b981996555e0};Non;1207.5;1207,5;8280;583,3333333;250;1207500000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;80;20;300;500;1200;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
401;1;400;106;;;DCIM/rivrimouski_20240826153520.jpg;2024/08/26 15:35:14.721;"{""Ch""}";5;D;1;70;15;15;"{""RD""}";{4a0b1bf5-3be3-4544-9ff6-78ead809cffb};Non;38.88;38,88;1620;160;150;38880000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;;;;;;;100;80;250;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
402;1;401;107;;;DCIM/rivrimouski_20240826153847.jpg;2024/08/26 15:38:18.103;"{""Ch""}";5;D;1;90;5;5;"{""RD""}";{88af35c5-998f-4bb5-9c7c-49ad4388cdf5};Non;826.104375;826,104375;1530;2159,75;250;826104375;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;250;300;8039;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
403;1;402;108;;;DCIM/rivrimouski_20240826154058.jpg;2024/08/26 15:40:12.032;"{""Ch""}";5;D;1;70;20;10;"{""RD""}";{2fd3d30a-b587-4c19-9bac-ec2885dac955};Non;64.845;64,845;1320;327,5;150;64845000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;800;300;90;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
404;1;403;109;;;DCIM/rivrimouski_20240826154154.jpg;2024/08/26 15:41:53.537;"{""Ch""}";5;D;2;70;20;10;"{""RD""}";{6a2e0956-fceb-463a-87ee-0b7993acbbb7};Non;106.395;106,395;1730;307,5;200;106395000;;;;0;;;;0;;;;0;;;;0;Sam/Mathieu;1;Simple;;;;;500;400;250;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
405;1;404;110;;;DCIM/rivrimouski_20240827092039.jpg;2024/08/27 09:18:00.385;"{""Bc""}";10;D;2;85;10;5;"{""RD""}";{d4c0f7b3-bb9f-4a62-9459-f653c8a8c132};Non;196.992;196,992;1440;720;190;196992000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;660;490;680;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
406;1;405;111;;;DCIM/rivrimouski_20240827092443.jpg;2024/08/27 09:23:30.242;"{""Ch""}";10;M;2;80;10;10;"{""RD""}";{a64d67fb-20dd-4771-9869-5b6b03b671be};Non;10.8;10,8;900;100;120;10800000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;100;50;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
407;1;406;112;;;DCIM/rivrimouski_20240827093333.jpg;2024/08/27 09:32:01.576;"{""Bc""}";5;D;1;75;15;10;"{""RD""}";{33b489a3-64b0-4555-9cda-a8ef914399be};Non;46.413;46,413;2020;157,5;140;44541000;40;520;90;1872000;;;;0;;;;0;;;;0;MT SL;2;Y;;;;;100;250;50;230;;;110;60;100;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
408;1;407;113;;;DCIM/rivrimouski_20240827093711.jpg;2024/08/27 09:36:03.297;"{""Ch""}";5;D;1;75;10;15;"{""RD""}";{80f3b75b-8c65-44c1-835a-52adfa9fdcfa};Non;20;20;800;166,6666667;150;20000000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;150;210;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
409;1;408;114;;;DCIM/rivrimouski_20240827093923.jpg;2024/08/27 09:38:22.306;"{""Ch""}";5;M;1;80;10;10;"{""RD""}";{e393850d-5a46-4592-b651-1b13c2ecc97c};Non;6.38625;6,38625;1310;97,5;50;6386250;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;40;180;80;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
410;1;409;115;;;DCIM/rivrimouski_20240827094901.jpg;2024/08/27 09:47:53.745;"{""Ch""}";5;M;1;80;15;5;"{""RD""}";{d254900c-bb07-48c9-84be-4b38f1454e83};Non;6.4;6,4;500;106,6666667;120;6400000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;80;90;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
411;1;410;116;;;DCIM/rivrimouski_20240827095616.jpg;2024/08/27 09:52:15.663;"{""Ch""}";10;M;1;70;25;5;"{""RD""}";{43eb9536-aa80-42d5-8e69-224821bbe5cc};Non;69.552;69,552;1120;345;180;69552000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;350;300;390;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
412;1;411;117;;;DCIM/rivrimouski_20240827095911.jpg;2024/08/27 09:58:27.599;"{""Ch""}";5;M;1;85;10;5;"{""RD""}";{aca91f27-14f9-4337-b3bd-49ff2e082fd5};Non;9.12;9,12;480;190;100;9120000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;80;280;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
413;1;412;118;;;DCIM/rivrimouski_20240827100510.jpg;2024/08/27 10:03:40.357;"{""Ch""}";15;D;2;85;10;5;"{""RD""}";{2b298655-9816-4db7-bfbb-3833dd4aec18};Non;254.82;254,82;2740;465;200;254820000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;700;350;450;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
414;1;413;119;;;DCIM/rivrimouski_20240827100928.jpg;2024/08/27 10:08:41.751;"{""Ch""}";15;M;3;70;25;5;"{""RD""}";{a1631755-5008-4d6c-a360-adaeefeb0de9};Non;255;255;2550;500;200;255000000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;300;800;500;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
415;1;414;120;;;DCIM/rivrimouski_20240827101148.jpg;2024/08/27 10:10:51.229;"{""Ch""}";10;D;2;80;15;5;"{""RD""}";{385b46e5-44ab-4cdb-96ba-65b84f037c58};Non;577.5;577,5;2750;700;300;577500000;;;;0;;;;0;;;;0;;;;0;MT SL;1;Simple;;;;;800;500;600;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
