OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
331;1;330;626;;;DCIM/rivrimouski_20250728144005.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;40;40;20;"{""RD""}";{7ba7ea78-14f7-46d8-8d26-93ed652ea7e3};Non;4.096;4,10;1280;80,00;40;4096000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;130;130;40;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
332;1;331;627;;;DCIM/rivrimouski_20250728145053.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;2;80;10;10;"{""RD""}";{8ae02466-df31-4f17-9a0a-cdad2190e85d};Non;46.182;46,18;1790;322,50;80;46182000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;380;420;170;320;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
333;1;332;628;;;DCIM/rivrimouski_20250728145449.jpg;2025/07/25 12:57:08.825;"{""Ch""}";2;D;2;30;70;;"{""RD""}";{89782ebc-d086-4a56-8ce2-7bb31cc57d41};Non;56.916;56,92;5270;180,00;60;56916000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;340;130;190;100;170;150;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
334;1;333;629;;;DCIM/rivrimouski_20250728151108.jpg;2025/07/25 12:57:08.825;"{""Ch""}";10;M;1;60;20;20;"{""RD""}";{c5eef4b7-c038-4179-af66-569fbaca0452};Non;3.304;3,30;420;98,33;80;3304000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;205;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
335;1;334;630;;;DCIM/rivrimouski_20250728151831.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;D;3;70;15;15;"{""C""}";{63125dd4-2394-46bf-81bd-7b0c85271710};Non;42.822;42,82;2080;202,50;90;37908000;2340;40;52,50;4914000,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;90;220;300;200;;;30;70;80;30;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
336;1;335;631;;;DCIM/rivrimouski_20250729100606.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;D;2;40;50;10;"{""RG""}";{35068295-e1e7-4396-93ae-da10e70219b9};Non;4.536;4,54;360;180,00;70;4536000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;230;200;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;9;;;;8806;cp;2016;5;5000
337;1;336;632;;;DCIM/rivrimouski_20250729101421.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;D;1;95;5;;"{""RG""}";{f4f6195f-f3ab-46d2-978a-fea793a5f2d4};Non;2.34;2,34;1560;37,50;40;2340000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;;;;;;;10;60;30;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;10;;;;8806;cp;2016;5;5500
338;1;337;633;;;DCIM/rivrimouski_20250729102329.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;D;1;90;5;5;"{""RG""}";{ec505dea-71ca-487f-a5d6-6f77b7b61876};Non;1.241;1,24;730;56,67;30;1241000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;80;20;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;10;;;;8806;cp;2016;5;5500
339;1;338;634;;;DCIM/rivrimouski_20250729102531.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;1;70;10;20;"{""RG""}";{b63cb962-467b-4cdc-b060-220e1726a2d1};Non;12.6;12,60;750;120,00;140;12600000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;;;;;;;200;100;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;10;;;;8806;cp;2016;5;5500
340;1;339;635;;;DCIM/rivrimouski_20250729103145.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;40;30;30;"{""RG""}";{d6dd720f-0704-4dbb-98a6-dae762f9ab3a};Non;173.27625;173,28;1610;307,50;350;173276250;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;600;310;270;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;11;;;;8806;cp;2016;5;6000
341;1;340;636;;;DCIM/rivrimouski_20250729103712.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;M;1;40;40;20;"{""RG""}";{38f8df7d-f0e8-4a12-b36a-16a14ed54869};Non;1215.025;1215,03;7860;618,33;250;1215025000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;130;200;1500;1000;800;80;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;11;;;;8806;cp;2016;5;6000
342;1;341;637;;;DCIM/rivrimouski_20250729105215.jpg;2025/07/25 12:57:08.825;"{""Pl""}";10;M;2;40;30;30;"{""RG""}";{1992ee3f-ee91-4ade-9a32-844ec5b1a168};Non;2042.08333333333;2042,08;13000;628,33;250;2042083333;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;90;1500;1000;850;250;80;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;11;;;;8806;cp;2016;5;6000
343;1;342;638;;;DCIM/rivrimouski_20250729110415.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;M;2;40;40;20;"{""RG""}";{2093851a-fd14-46b5-ba0e-840bab3ec7ed};Non;2222.5;2222,50;14000;635,00;250;2222500000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;1500;1000;800;250;60;200;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;11;;;;8806;cp;2016;5;6000
344;1;343;639;;;DCIM/rivrimouski_20250729111511.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;1;70;10;20;"{""RG""}";{b7dfb365-d0ce-4eb1-ae52-3822be8da071};Non;131.913833333333;131,91;5410;221,67;110;131913833,3;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;240;310;420;230;40;90;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;12;;;;8806;cp;2016;5;6500
345;1;344;640;;;DCIM/rivrimouski_20250729112127.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;M;1;40;30;30;"{""RG""}";{f5f6b1e0-3aed-4142-bf9e-4f1ad8c4fd3c};Non;1797.543;1797,54;16260;1005,00;110;1797543000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;1910;1060;360;490;1260;950;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;12;;;;8806;cp;2016;5;6500
346;1;345;641;;;DCIM/rivrimouski_20250729114242.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;1;50;40;10;"{""RG""}";{ef3167f8-334d-4370-bae3-046095d02ede};Non;36.0255;36,03;1460;352,50;70;36025500;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;230;320;410;450;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;12;;;;8806;cp;2016;5;6500
347;1;346;642;;;DCIM/rivrimouski_20250729115629.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;70;20;10;"{""RG""}";{226c367e-a276-48dc-97b8-1ae5c845b066};Non;29.92;29,92;960;283,33;110;29920000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;250;460;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;13;;;;8806;cp;2016;5;7000
348;1;347;643;;;DCIM/rivrimouski_20250729120117.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;D;3;40;40;20;"{""RG""}";{4a03e552-9c73-4504-bf53-e196cc911c3a};Non;8.49333333333333;8,49;490;216,67;80;8493333,333;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;250;220;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;13;;;;8806;cp;2016;5;7000
349;1;348;644;;;DCIM/rivrimouski_20250729120639.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;3;40;50;10;"{""RG""}";{1db0ffbf-1410-4baa-901c-6d999e26e7e9};Non;17.7493333333333;17,75;520;213,33;160;17749333,33;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;240;270;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;14;;;;8806;cp;2016;5;7500
350;1;349;645;;;DCIM/rivrimouski_20250729120833.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;70;20;10;"{""RG""}";{da685247-1f16-49a5-885d-f41492439523};Non;14.157;14,16;1210;130,00;90;14157000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;60;190;210;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;14;;;;8806;cp;2016;5;7500
351;1;350;646;;;DCIM/rivrimouski_20250729121505.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;40;50;10;"{""RG""}";{1b18383c-9a74-4f1a-9c16-957cfe54873f};Non;43.416;43,42;1340;270,00;120;43416000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;350;160;360;210;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;14;;;;8806;cp;2016;5;7500
352;1;351;647;;;DCIM/rivrimouski_20250729131302.jpg;2025/07/25 12:57:08.825;"{""Ch""}";2;M;2;65;25;10;"{""RG""}";{bdac3887-27ee-4407-b964-17a165b1a10c};Non;24.57;24,57;1300;157,50;120;24570000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;80;300;200;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;15;;;;8806;cp;2016;5;8000
353;1;352;648;;;DCIM/rivrimouski_20250729131529.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;D;2;50;5;45;"{""RG""}";{ab59f6d5-1db6-4eda-9603-115554d1429e};Non;11.18;11,18;860;260,00;50;11180000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;120;310;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;15;;;;8806;cp;2016;5;8000
354;1;353;649;;;DCIM/rivrimouski_20250729131918.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;2;40;40;20;"{""RG""}";{a96e35ce-ef75-4155-b4c6-7cdf5115dab7};Non;132.4575;132,46;1450;507,50;180;132457500;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;1190;80;300;460;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;15;;;;8806;cp;2016;5;8000
355;1;354;650;;;DCIM/rivrimouski_20250729132544.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;80;10;10;"{""RG""}";{a0d76f1b-3a4e-4063-81c8-9c759e1b2e75};Non;72.01425;72,01;2030;322,50;110;72014250;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;340;780;90;80;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;15;;;;8806;cp;2016;5;8000
356;1;355;651;;;DCIM/rivrimouski_20250729132845.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;M;1;70;15;15;"{""RG""}";{c46c98ec-e74c-45aa-9055-9e11de5b02b9};Non;37.128;37,13;3640;102,00;100;37128000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;50;80;220;70;90;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;15;;;;8806;cp;2016;5;8000
357;1;356;652;;;DCIM/rivrimouski_20250729134605.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;80;10;10;"{""RG""}";{a1511873-7e96-4c58-9c48-f0c5dd8c80e5};Non;17.02;17,02;1840;185,00;50;17020000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;70;140;260;270;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;16;;;;8806;cp;2016;5;8500
358;1;357;653;;;;2025/07/25 12:57:08.825;"{""Ch""}";4;M;1;80;10;10;"{""RG""}";{7ec0afc5-444d-40db-a912-7a92d52ec68d};Non;5.43375;5,43;2070;87,50;30;5433750;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;150;160;10;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;16;;;;8806;cp;2016;5;8500
359;1;358;654;;;DCIM/rivrimouski_20250729135917.jpg;2025/07/25 12:57:08.825;"{""Ch""}";2;M;1;85;10;5;"{""RG""}";{454d0d2a-0c36-4349-a8f8-d4cbec79c325};Non;0.3156;0,32;2630;120,00;1;315600;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;130;190;140;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;18;;;;8806;cp;2016;5;9500
360;1;359;655;;;DCIM/rivrimouski_20250729141038.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;2;75;15;10;"{""RG""}";{9f5654ad-9914-4ccb-b05b-13d7ed817025};Non;22.44;22,44;1600;127,50;110;22440000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;40;250;150;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
361;1;360;656;;;DCIM/rivrimouski_20250729141542.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""C""}";{04cd0cf1-f60e-4284-9eaa-99803647bdf6};Non;3.30625;3,31;1150;57,50;50;3306250;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;40;40;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
362;1;361;657;;;DCIM/rivrimouski_20250729141741.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;3;7;"{""C""}";{01cdb1e4-e81d-4d7a-bf0d-2cce3d45dd2f};Non;5.4175;5,42;1970;55,00;50;5417500;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;40;90;60;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
363;1;362;658;;;DCIM/rivrimouski_20250729142159.jpg;2025/07/25 12:57:08.825;"{""Bc""}";2;D;1;70;25;5;"{""C""}";{cdd987a3-241c-48ba-a209-14737c0412c2};Non;3.64875;3,65;1390;87,50;30;3648750;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;160;110;60;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
364;1;363;659;;;DCIM/rivrimouski_20250729142656.jpg;2025/07/25 12:57:08.825;"{""Bc""}";2;D;1;80;5;15;"{""RG""}";{88f73d3f-c35e-4f26-92ca-03ec8ee6a831};Non;91.728;91,73;2940;260,00;120;91728000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;100;530;360;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
365;1;364;660;;;DCIM/rivrimouski_20250729143116.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;75;7;18;"{""RG""}";{2d231c54-7d6e-4ec7-932e-56e91f91968f};Non;21.13125;21,13;1750;172,50;70;21131250;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;90;300;230;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
366;1;365;661;;;;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;80;10;10;"{""RG""}";{e6c8933d-b834-4a9e-9f3c-8a08a0142a66};Non;7.938;7,94;1260;105,00;60;7938000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;110;80;70;160;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
367;1;366;662;;;DCIM/rivrimouski_20250729143559.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;80;10;10;"{""RG""}";{cdf2beae-3ad6-46ea-9605-47979aa1473f};Non;2.78;2,78;1390;50,00;40;2780000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;20;50;70;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
368;1;367;663;;;DCIM/rivrimouski_20250729144453.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;D;1;80;10;10;"{""RG""}";{ddbfeade-fb32-45e7-92b2-0a0593b0d2f5};Non;27.6941;27,69;1410;45,00;80;5076000;3060;40;94,00;11505600,00;50;1270;175;11112500;;;;0;;;;0;Sam et Eugénie;3;Discontinu;;;;;40;50;60;30;;;90;120;210;30;20;;130;400;60;110;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
369;1;368;664;;;DCIM/rivrimouski_20250729144731.jpg;2025/07/25 12:57:08.825;"{""Bc""}";2;D;1;75;5;20;"{""RG""}";{83e45c6f-e07b-4b7b-8b98-fb3be5b80375};Non;13.509;13,51;1140;197,50;60;13509000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Simple;;;;;70;300;120;300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
370;1;369;665;;;DCIM/rivrimouski_20250729144931.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;85;10;5;"{""RG""}";{82d50633-ee44-40a0-9ef8-fcb2eb57ca40};Non;3.65625;3,66;1170;62,50;50;3656250;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;;;;;;50;80;90;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
371;1;370;666;;;DCIM/rivrimouski_20250729145227.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;95;;5;"{""RG""}";{2e70ff21-e03d-478e-bc09-c89d4e4bc4be};Non;0.741;0,74;1560;47,50;10;741000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;;;;;;70;30;10;80;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
372;1;371;667;;;DCIM/rivrimouski_20250729145626.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;85;;15;"{""RG""}";{6f011e02-cebc-4740-84ca-bf9ce23d16d2};Non;5.805;5,81;2580;75,00;30;5805000;;;;0,00;;;;0;;;;0;;;;0;Sam et Eugénie;1;Discontinu;;;;;180;40;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;19;;;;8806;cp;2016;5;10000
